nodeid,baseline_outcome,final_outcome,failure_set_change,root_cause,affects_our_drawio_workflow,evidence,final_note
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[hex/double_pipe],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[hex/finned],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[hex/hairpin],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[hex/kettle],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[hex/plate],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[hex/shell_tube],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[hex/spiral],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[hex/straight_tubes],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[hex/thin_film],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[hex/u_tube],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[instrument/aux],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[instrument/computer],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[instrument/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[instrument/interlock],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[instrument/logic],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[instrument/panel],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[instrument/shared],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[instrument/sis],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[junction/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[kiln/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[kiln/fluidized_bed],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[kiln/shaft],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[kneader/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[liquid_screen/coarse_rake],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[liquid_screen/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[liquid_screen/fine_rake],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[membrane_cage/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[mill/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[mill/hammer],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[mill/impact],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[mill/roller],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[mill/vibration],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[mixer/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[product/default],ERROR,skipped,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",Setup error cleared; the existing test applies its unchanged kind/port skip rule.
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[pump/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[pump/gear],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[pump/peristaltic],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[pump/rotary_lobe],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[pump/screw],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[pump/submersible],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[pump/vacuum],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[reactor/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[reactor/jacketed],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[reactor/mixing],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[reactor/plain],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[reactor/tubular],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[reducer/concentric],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[reducer/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[reducer/eccentric],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[screening_device/basket_reel],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[screening_device/coarse_and_fine],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[screening_device/coarse_rake],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[screening_device/fine_rake],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[screening_device/general],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[screening_device/rotating_drum],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[screening_device/vibrating],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[separator/cyclone],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[separator/default],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
tests/test_symbol_invariants.py::test_signal_ports_stay_on_the_outline_at_any_box_shape[separator/electromagnetic],ERROR,passed,removed,svg_quadratic_fixture,yes,"All 492 errors share odd_box_sheets -> fs.to_svg -> _baked. That exception is SVG-only, but the generator discarded the fixed source aspect: native draw.io retained it while portgeom stretched its ports. Desktop 31.4.4 confirms the resulting diagonal approach. Preserving the source aspect and native connection rectangle fixes the shared cause and clears all setup errors; direct anisotropic Q baking remains SVG-only.",
